Company,Organization,Date,Headline,Article,Relevance
GOOGL,Alphabet Inc,20-10-2016,UPDATE 3-Google signs CBS  in talks with others on web TV -sources ,Oct 19 Alphabet Inc's Google has reached an agreement with CBS Corp to carry the network on its planned web TV service and is in advanced talks with 21st Century Fox  Walt Disney Co and Viacom Inc  to distribute their channels  people with knowledge of the talks told Reuters on Wednesday.,normal
GOOG,Alphabet Inc,27-10-2016,Indonesia hopes to reach tax settlement with Google: finmin ,JAKARTA Indonesia aims to reach a tax settlement with Alphabet Inc's Google  Finance Minister Sri Mulyani Indrawati said on Thursday.,normal
GOOG,Alphabet Inc,27-10-2016,Indonesia hopes to reach tax settlement with Google - finmin ,JAKARTA  Oct 27 Indonesia aims to reach a tax settlement with Alphabet Inc's Google  Finance Minister Sri Mulyani Indrawati said on Thursday.,normal
GOOGL,Alphabet Inc,27-10-2016,Indonesia hopes to reach tax settlement with Google: finmin ,JAKARTA Indonesia aims to reach a tax settlement with Alphabet Inc's Google  Finance Minister Sri Mulyani Indrawati said on Thursday.,normal
GOOGL,Alphabet Inc,27-10-2016,Indonesia hopes to reach tax settlement with Google - finmin ,JAKARTA  Oct 27 Indonesia aims to reach a tax settlement with Alphabet Inc's Google  Finance Minister Sri Mulyani Indrawati said on Thursday.,normal
GOOG,Alphabet Inc,03-11-2016,Google formally rejects EU antitrust charges ,BRUSSELS Google  on Thursday formally rejected European Union antitrust charges of unfairly promoting its shopping service and blocking rivals in online search advertising  paving the way for EU regulators to rule next year on these issues and potentially impose hefty fines.,topStory
GOOGL,Alphabet Inc,03-11-2016,Google formally rejects EU antitrust charges ,BRUSSELS Google  on Thursday formally rejected European Union antitrust charges of unfairly promoting its shopping service and blocking rivals in online search advertising  paving the way for EU regulators to rule next year on these issues and potentially impose hefty fines.,topStory
GOOG,Alphabet Inc,15-11-2016,Google announces artificial intelligence group for Google Cloud ,Alphabet's Google announced the formation of an artificial intelligence group for Google Cloud  the tech company's latest gambit to increase its market share in the lucrative cloud computing business.,topStory
GOOG,Alphabet Inc,15-11-2016,Google says it will expand operations in London ,LONDON  Nov 15 Alphabet Inc's Google said on Tuesday it will expand its London offices to eventually accommodate 7 000 employees  up from around 4 000 at the moment.,normal
GOOGL,Alphabet Inc,15-11-2016,Google announces artificial intelligence group for Google Cloud ,Alphabet's Google announced the formation of an artificial intelligence group for Google Cloud  the tech company's latest gambit to increase its market share in the lucrative cloud computing business.,topStory
GOOGL,Alphabet Inc,15-11-2016,Google says it will expand operations in London ,LONDON  Nov 15 Alphabet Inc's Google said on Tuesday it will expand its London offices to eventually accommodate 7 000 employees  up from around 4 000 at the moment.,normal
GOOG,Alphabet Inc,16-11-2016,Google CEO to meet with EU antitrust chief on Friday ,The chief executive of Alphabet Inc's  Google and the European Union's antitrust chief will meet on Friday  following the U.S. technology group's formal rejection this month of a spate of charges  including blocking rivals in online search advertising.,topStory
GOOG,Alphabet Inc,16-11-2016,Google CEO to meet with EU antitrust chief on Friday ,Nov 16 The chief executive of Alphabet Inc's  Google and the European Union's antitrust chief will meet on Friday  following the U.S. technology group's formal rejection this month of a spate of charges  including blocking rivals in online search advertising.,normal
GOOGL,Alphabet Inc,16-11-2016,Google CEO to meet with EU antitrust chief on Friday ,The chief executive of Alphabet Inc's  Google and the European Union's antitrust chief will meet on Friday  following the U.S. technology group's formal rejection this month of a spate of charges  including blocking rivals in online search advertising.,topStory
GOOGL,Alphabet Inc,16-11-2016,Google CEO to meet with EU antitrust chief on Friday ,Nov 16 The chief executive of Alphabet Inc's  Google and the European Union's antitrust chief will meet on Friday  following the U.S. technology group's formal rejection this month of a spate of charges  including blocking rivals in online search advertising.,normal
GOOG,Alphabet Inc,04-01-2017,U.S. Labor department sues Google for compensation data ,The U.S. Department of Labor said on Wednesday it filed a lawsuit against Alphabet Inc's  Google unit seeking access to the company's compensation data and documents as part of a routine compliance evaluation.,topStory
GOOGL,Alphabet Inc,04-01-2017,U.S. Labor department sues Google for compensation data ,The U.S. Department of Labor said on Wednesday it filed a lawsuit against Alphabet Inc's  Google unit seeking access to the company's compensation data and documents as part of a routine compliance evaluation.,topStory
GOOG,Alphabet Inc,10-01-2017,RPT-UPDATE 1-Italy looking at Google proposal to settle tax dispute - source ,MILAN  Jan 10 Italy's tax authorities are looking at a proposal from Alphabet Inc's Google to pay between 270 million and 280 million euros ($286-296 million) to settle a tax dispute  a source close to the matter said on Tuesday.,topStory
GOOGL,Alphabet Inc,10-01-2017,RPT-UPDATE 1-Italy looking at Google proposal to settle tax dispute - source ,MILAN  Jan 10 Italy's tax authorities are looking at a proposal from Alphabet Inc's Google to pay between 270 million and 280 million euros ($286-296 million) to settle a tax dispute  a source close to the matter said on Tuesday.,topStory
GOOG,Alphabet Inc,16-02-2017,Telenor to roll out Google's new messaging service in Asia  Europe ,Alphabet Inc's Google said on Thursday it partnered with Telenor ASA to roll out Rich Communications Services (RCS)  an upgraded messaging service  to the Norwegian telecoms company's subscribers in Asia and Europe.,topStory
GOOG,Alphabet Inc,16-02-2017,UPDATE 1-Telenor to roll out Google's new messaging service in Asia  Europe ,Feb 16 Alphabet Inc's Google said on Thursday it partnered with Telenor ASA to roll out Rich Communications Services (RCS)  an upgraded messaging service  to the Norwegian telecoms company's subscribers in Asia and Europe.,normal
GOOG,Alphabet Inc,16-02-2017,Telenor to roll out Google's new messaging service in Asia  Europe ,Feb 16 Alphabet Inc's Google said on Thursday it partnered with Telenor ASA to roll out Rich Communications Services (RCS)  an upgraded messaging service  to the Norwegian telecommunications company's subscribers in Asia and Europe.,normal
GOOGL,Alphabet Inc,16-02-2017,Telenor to roll out Google's new messaging service in Asia  Europe ,Alphabet Inc's Google said on Thursday it partnered with Telenor ASA to roll out Rich Communications Services (RCS)  an upgraded messaging service  to the Norwegian telecoms company's subscribers in Asia and Europe.,topStory
GOOGL,Alphabet Inc,16-02-2017,UPDATE 1-Telenor to roll out Google's new messaging service in Asia  Europe ,Feb 16 Alphabet Inc's Google said on Thursday it partnered with Telenor ASA to roll out Rich Communications Services (RCS)  an upgraded messaging service  to the Norwegian telecoms company's subscribers in Asia and Europe.,normal
GOOGL,Alphabet Inc,16-02-2017,Telenor to roll out Google's new messaging service in Asia  Europe ,Feb 16 Alphabet Inc's Google said on Thursday it partnered with Telenor ASA to roll out Rich Communications Services (RCS)  an upgraded messaging service  to the Norwegian telecommunications company's subscribers in Asia and Europe.,normal
GOOG,Alphabet Inc,17-02-2017,BlackRock's largest mutual fund sours on Google ,NEW YORK  Feb 17 Managers of BlackRock Inc's  largest mutual fund  fearing Trump administration policies could hurt technology companies with hefty foreign revenue streams  have reshuffled their top holdings  and it appears one of the first casualties is Google.,normal
GOOGL,Alphabet Inc,17-02-2017,BlackRock's largest mutual fund sours on Google ,NEW YORK  Feb 17 Managers of BlackRock Inc's  largest mutual fund  fearing Trump administration policies could hurt technology companies with hefty foreign revenue streams  have reshuffled their top holdings  and it appears one of the first casualties is Google.,normal
GOOG,Alphabet Inc,07-03-2017,Google reported by Danish watchdog for unlimited data storage ,COPENHAGEN A Danish consumer watchdog has reported Alphabet Inc's Google to the Danish Data Protection Agency for potentially breaking privacy laws by not capping the amount of time personal data is stored on Google's servers  the watchdog said in a statement on Tuesday.,topStory
GOOG,Alphabet Inc,07-03-2017,Google reported by Danish watchdog for unlimited data storage ,COPENHAGEN  March 7 A Danish consumer watchdog has reported Alphabet Inc's Google to the Danish Data Protection Agency for potentially breaking privacy laws by not capping the amount of time personal data is stored on Google's servers  the watchdog said in a statement on Tuesday.,normal
GOOG,Alphabet Inc,07-03-2017,Google foe takes Android complaint to regulators ,BRUSSELS  March 7 Open Internet Project  whose members include Axel Springer and Getty Images  on Tuesday accused Alphabet unit Google of imposing anti-competitive curbs on Android smartphone makers  its second complaint against the U.S. tech giant.,normal
GOOGL,Alphabet Inc,07-03-2017,Google reported by Danish watchdog for unlimited data storage ,COPENHAGEN A Danish consumer watchdog has reported Alphabet Inc's Google to the Danish Data Protection Agency for potentially breaking privacy laws by not capping the amount of time personal data is stored on Google's servers  the watchdog said in a statement on Tuesday.,topStory
